PING 172.19.0.1 (172.19.0.1) 32(60) bytes of data.
[1727620148.344279] 40 bytes from 172.19.0.1: icmp_seq=1 ttl=64 time=1.23 ms
[1727620148.844890] 40 bytes from 172.19.0.1: icmp_seq=2 ttl=64 time=1.03 ms
[1727620149.345370] 40 bytes from 172.19.0.1: icmp_seq=3 ttl=64 time=0.901 ms
[1727620149.854383] 40 bytes from 172.19.0.1: icmp_seq=4 ttl=64 time=0.998 ms
[1727620150.354884] 40 bytes from 172.19.0.1: icmp_seq=5 ttl=64 time=0.938 ms
[1727620150.862427] 40 bytes from 172.19.0.1: icmp_seq=6 ttl=64 time=1.04 ms
[1727620151.362997] 40 bytes from 172.19.0.1: icmp_seq=7 ttl=64 time=1.00 ms
[1727620151.863657] 40 bytes from 172.19.0.1: icmp_seq=8 ttl=64 time=1.10 ms
[1727620152.364208] 40 bytes from 172.19.0.1: icmp_seq=9 ttl=64 time=0.987 ms
[1727620152.864855] 40 bytes from 172.19.0.1: icmp_seq=10 ttl=64 time=1.09 ms
[1727620153.365528] 40 bytes from 172.19.0.1: icmp_seq=11 ttl=64 time=1.11 ms
[1727620153.866220] 40 bytes from 172.19.0.1: icmp_seq=12 ttl=64 time=1.13 ms
[1727620154.366869] 40 bytes from 172.19.0.1: icmp_seq=13 ttl=64 time=1.09 ms
[1727620154.867465] 40 bytes from 172.19.0.1: icmp_seq=14 ttl=64 time=1.04 ms
[1727620155.368037] 40 bytes from 172.19.0.1: icmp_seq=15 ttl=64 time=1.01 ms
[1727620155.868571] 40 bytes from 172.19.0.1: icmp_seq=16 ttl=64 time=0.955 ms
[1727620156.369251] 40 bytes from 172.19.0.1: icmp_seq=17 ttl=64 time=1.10 ms
[1727620156.869832] 40 bytes from 172.19.0.1: icmp_seq=18 ttl=64 time=1.02 ms
[1727620157.370672] 40 bytes from 172.19.0.1: icmp_seq=19 ttl=64 time=1.28 ms
[1727620157.871303] 40 bytes from 172.19.0.1: icmp_seq=20 ttl=64 time=1.08 ms
[1727620158.371618] 40 bytes from 172.19.0.1: icmp_seq=21 ttl=64 time=0.762 ms
[1727620158.878784] 40 bytes from 172.19.0.1: icmp_seq=22 ttl=64 time=1.40 ms
[1727620159.379067] 40 bytes from 172.19.0.1: icmp_seq=23 ttl=64 time=0.723 ms
[1727620159.886029] 40 bytes from 172.19.0.1: icmp_seq=24 ttl=64 time=0.647 ms
[1727620160.390398] 40 bytes from 172.19.0.1: icmp_seq=25 ttl=64 time=0.961 ms
[1727620160.891924] 40 bytes from 172.19.0.1: icmp_seq=26 ttl=64 time=1.96 ms
[1727620161.391407] 40 bytes from 172.19.0.1: icmp_seq=27 ttl=64 time=0.920 ms
[1727620161.894098] 40 bytes from 172.19.0.1: icmp_seq=28 ttl=64 time=0.716 ms
[1727620162.398138] 40 bytes from 172.19.0.1: icmp_seq=29 ttl=64 time=0.753 ms
[1727620162.902167] 40 bytes from 172.19.0.1: icmp_seq=30 ttl=64 time=0.788 ms
[1727620163.406231] 40 bytes from 172.19.0.1: icmp_seq=31 ttl=64 time=0.851 ms
[1727620163.910372] 40 bytes from 172.19.0.1: icmp_seq=32 ttl=64 time=0.988 ms
[1727620164.410723] 40 bytes from 172.19.0.1: icmp_seq=33 ttl=64 time=0.775 ms
[1727620164.918095] 40 bytes from 172.19.0.1: icmp_seq=34 ttl=64 time=0.710 ms
[1727620165.422256] 40 bytes from 172.19.0.1: icmp_seq=35 ttl=64 time=0.859 ms
[1727620165.926236] 40 bytes from 172.19.0.1: icmp_seq=36 ttl=64 time=0.848 ms
[1727620166.430374] 40 bytes from 172.19.0.1: icmp_seq=37 ttl=64 time=0.977 ms
[1727620166.930647] 40 bytes from 172.19.0.1: icmp_seq=38 ttl=64 time=0.705 ms
[1727620167.438035] 40 bytes from 172.19.0.1: icmp_seq=39 ttl=64 time=0.646 ms
[1727620167.942166] 40 bytes from 172.19.0.1: icmp_seq=40 ttl=64 time=0.780 ms
[1727620168.446134] 40 bytes from 172.19.0.1: icmp_seq=41 ttl=64 time=0.744 ms
[1727620168.950373] 40 bytes from 172.19.0.1: icmp_seq=42 ttl=64 time=0.975 ms
[1727620169.451033] 40 bytes from 172.19.0.1: icmp_seq=43 ttl=64 time=1.10 ms
[1727620169.951318] 40 bytes from 172.19.0.1: icmp_seq=44 ttl=64 time=0.722 ms
[1727620170.454084] 40 bytes from 172.19.0.1: icmp_seq=45 ttl=64 time=0.698 ms
[1727620170.958057] 40 bytes from 172.19.0.1: icmp_seq=46 ttl=64 time=0.664 ms
[1727620171.462431] 40 bytes from 172.19.0.1: icmp_seq=47 ttl=64 time=1.05 ms
[1727620171.962659] 40 bytes from 172.19.0.1: icmp_seq=48 ttl=64 time=0.664 ms
[1727620172.469992] 40 bytes from 172.19.0.1: icmp_seq=49 ttl=64 time=0.600 ms
[1727620172.974029] 40 bytes from 172.19.0.1: icmp_seq=50 ttl=64 time=0.648 ms
[1727620173.478584] 40 bytes from 172.19.0.1: icmp_seq=51 ttl=64 time=1.20 ms
[1727620173.978855] 40 bytes from 172.19.0.1: icmp_seq=52 ttl=64 time=0.725 ms
[1727620174.486111] 40 bytes from 172.19.0.1: icmp_seq=53 ttl=64 time=0.718 ms
[1727620174.990041] 40 bytes from 172.19.0.1: icmp_seq=54 ttl=64 time=0.654 ms
[1727620175.494134] 40 bytes from 172.19.0.1: icmp_seq=55 ttl=64 time=0.739 ms
[1727620175.998276] 40 bytes from 172.19.0.1: icmp_seq=56 ttl=64 time=0.884 ms
[1727620176.502279] 40 bytes from 172.19.0.1: icmp_seq=57 ttl=64 time=0.876 ms
[1727620177.006154] 40 bytes from 172.19.0.1: icmp_seq=58 ttl=64 time=0.763 ms
[1727620177.510349] 40 bytes from 172.19.0.1: icmp_seq=59 ttl=64 time=0.950 ms
[1727620178.010899] 40 bytes from 172.19.0.1: icmp_seq=60 ttl=64 time=0.994 ms
[1727620178.511856] 40 bytes from 172.19.0.1: icmp_seq=61 ttl=64 time=1.38 ms
[1727620179.012161] 40 bytes from 172.19.0.1: icmp_seq=62 ttl=64 time=0.744 ms
[1727620179.518175] 40 bytes from 172.19.0.1: icmp_seq=63 ttl=64 time=0.783 ms
[1727620180.022136] 40 bytes from 172.19.0.1: icmp_seq=64 ttl=64 time=0.745 ms
[1727620180.526137] 40 bytes from 172.19.0.1: icmp_seq=65 ttl=64 time=0.743 ms
[1727620181.030219] 40 bytes from 172.19.0.1: icmp_seq=66 ttl=64 time=0.824 ms
[1727620181.534089] 40 bytes from 172.19.0.1: icmp_seq=67 ttl=64 time=0.693 ms
